alert_id,event_time,date,asset_id
GoRkTU71sLp,2019-06-16T05:27:08.000+03:00,2019-06-16,NLrlDUs
vUJgHPBBwjb,2019-06-16T05:32:51.000+03:00,2019-06-16,PH37mIy
vUJgHPBBwjb,2019-06-16T05:32:51.000+03:00,2019-06-16,qZYXzS6
vUJgHPBBwjb,2019-06-16T05:32:51.000+03:00,2019-06-16,0T6sEbf
u6GnQ51znX6,2019-06-16T06:05:33.000+03:00,2019-06-16,xfI7WeH
qWytEuoODzH,2019-06-16T07:04:17.000+03:00,2019-06-16,0XDJsGD
oIpXWTYPGOs,2019-06-16T07:46:23.000+03:00,2019-06-16,npGXngN
oIpXWTYPGOs,2019-06-16T07:46:23.000+03:00,2019-06-16,HqIfBgQ
lxQRbsBwMR0,2019-06-16T08:24:41.000+03:00,2019-06-16,lBFbAmS
814iPfEdDRq,2019-06-16T08:31:18.000+03:00,2019-06-16,OWeCDiY
814iPfEdDRq,2019-06-16T08:31:18.000+03:00,2019-06-16,1CQHOCE
1LUtll0EWsV,2019-06-16T08:41:37.000+03:00,2019-06-16,eaQpbYk
1LUtll0EWsV,2019-06-16T08:41:37.000+03:00,2019-06-16,ObT8jsB
1LUtll0EWsV,2019-06-16T08:41:37.000+03:00,2019-06-16,Ac7F3bO
1LUtll0EWsV,2019-06-16T08:41:37.000+03:00,2019-06-16,QWcIWM5
1LUtll0EWsV,2019-06-16T08:41:37.000+03:00,2019-06-16,maRmngD
P7BrHI2xkol,2019-06-16T09:06:06.000+03:00,2019-06-16,bdF382P
P7BrHI2xkol,2019-06-16T09:06:06.000+03:00,2019-06-16,z9UwqvS
X7cYrWsMibY,2019-06-16T09:09:04.000+03:00,2019-06-16,kSplL3C
X7cYrWsMibY,2019-06-16T09:09:04.000+03:00,2019-06-16,o2vin9h
X7cYrWsMibY,2019-06-16T09:09:04.000+03:00,2019-06-16,xCRjNXA
XGo0nQHCZzR,2019-06-16T09:49:19.000+03:00,2019-06-16,23EOWVe
XGo0nQHCZzR,2019-06-16T09:49:19.000+03:00,2019-06-16,6qIJC7R
XGo0nQHCZzR,2019-06-16T09:49:19.000+03:00,2019-06-16,nTxy7lO
05exWW0L1LJ,2019-06-16T09:52:23.000+03:00,2019-06-16,RYkQnXn
05exWW0L1LJ,2019-06-16T09:52:23.000+03:00,2019-06-16,fN5wUM1
05exWW0L1LJ,2019-06-16T09:52:23.000+03:00,2019-06-16,PdKLXzT
05exWW0L1LJ,2019-06-16T09:52:23.000+03:00,2019-06-16,w4w4Doc
W0MLje6q4Sb,2019-06-16T10:18:33.000+03:00,2019-06-16,jnVdFKA
W0MLje6q4Sb,2019-06-16T10:18:33.000+03:00,2019-06-16,LqWU1DZ
