alert_id,event_time,date,asset_id
ArbwAO2m4Oa,2019-06-27T14:37:03.000+03:00,2019-06-27,PtHkNH6
ArbwAO2m4Oa,2019-06-27T14:37:03.000+03:00,2019-06-27,Hg6m2eq
ArbwAO2m4Oa,2019-06-27T14:37:03.000+03:00,2019-06-27,7BNSppQ
ArbwAO2m4Oa,2019-06-27T14:37:03.000+03:00,2019-06-27,Q6n5a5A
X9x5OMaVagy,2019-06-27T14:46:22.000+03:00,2019-06-27,NMbPXYp
X9x5OMaVagy,2019-06-27T14:46:22.000+03:00,2019-06-27,YfTOw5U
X9x5OMaVagy,2019-06-27T14:46:22.000+03:00,2019-06-27,eN0WG3x
X9x5OMaVagy,2019-06-27T14:46:22.000+03:00,2019-06-27,W0ohZsR
X9x5OMaVagy,2019-06-27T14:46:22.000+03:00,2019-06-27,pPexhyr
zkqGJIveVuo,2019-06-27T14:49:01.000+03:00,2019-06-27,GHMRd4s
zkqGJIveVuo,2019-06-27T14:49:01.000+03:00,2019-06-27,F2xGdCx
zkqGJIveVuo,2019-06-27T14:49:01.000+03:00,2019-06-27,Cj2wB7o
zkqGJIveVuo,2019-06-27T14:49:01.000+03:00,2019-06-27,mfSYONm
NPDIW6jGkH2,2019-06-27T15:02:52.000+03:00,2019-06-27,87KSCIT
NPDIW6jGkH2,2019-06-27T15:02:52.000+03:00,2019-06-27,Pg4TJwG
NPDIW6jGkH2,2019-06-27T15:02:52.000+03:00,2019-06-27,xbnwcXm
NPDIW6jGkH2,2019-06-27T15:02:52.000+03:00,2019-06-27,1pZxC4h
NPDIW6jGkH2,2019-06-27T15:02:52.000+03:00,2019-06-27,CIORMgO
eyLiVKpbumX,2019-06-27T15:05:52.000+03:00,2019-06-27,6QWhC1h
eyLiVKpbumX,2019-06-27T15:05:52.000+03:00,2019-06-27,sLpVCLl
5PCmcWte4li,2019-06-27T16:37:44.000+03:00,2019-06-27,fXVK3BT
5PCmcWte4li,2019-06-27T16:37:44.000+03:00,2019-06-27,KKfPoNX
5PCmcWte4li,2019-06-27T16:37:44.000+03:00,2019-06-27,YWFLaDK
bMyqknj909n,2019-06-27T17:24:06.000+03:00,2019-06-27,GdidHKS
bMyqknj909n,2019-06-27T17:24:06.000+03:00,2019-06-27,cYXAnbV
bMyqknj909n,2019-06-27T17:24:06.000+03:00,2019-06-27,S1cNkO2
bMyqknj909n,2019-06-27T17:24:06.000+03:00,2019-06-27,ATwDB5x
uv41T4StZ37,2019-06-27T17:42:43.000+03:00,2019-06-27,AG28Apy
uv41T4StZ37,2019-06-27T17:42:43.000+03:00,2019-06-27,vJaVNPD
