alert_id,event_time,date,asset_id
bMyqknj909n,2019-06-26T19:51:34.000+03:00,2019-06-26,vY6DP1U
bMyqknj909n,2019-06-26T19:51:34.000+03:00,2019-06-26,X937V6C
bMyqknj909n,2019-06-26T19:51:34.000+03:00,2019-06-26,56UcAtG
bMyqknj909n,2019-06-26T19:51:34.000+03:00,2019-06-26,FOtmxP5
bMyqknj909n,2019-06-26T19:51:34.000+03:00,2019-06-26,GM2iAMi
vEfvf9YFExi,2019-06-26T20:11:52.000+03:00,2019-06-26,imKa6cG
vEfvf9YFExi,2019-06-26T20:11:52.000+03:00,2019-06-26,DRXq7Gi
vEfvf9YFExi,2019-06-26T20:11:52.000+03:00,2019-06-26,J5iweKL
MlsUENcq3iO,2019-06-26T20:27:16.000+03:00,2019-06-26,vaaibx3
MlsUENcq3iO,2019-06-26T20:27:16.000+03:00,2019-06-26,iZVMsLL
MlsUENcq3iO,2019-06-26T20:27:16.000+03:00,2019-06-26,OtB67g8
MlsUENcq3iO,2019-06-26T20:27:16.000+03:00,2019-06-26,64LrAft
MlsUENcq3iO,2019-06-26T20:27:16.000+03:00,2019-06-26,RyNWTUz
bQ47rjwQA8Z,2019-06-26T20:38:44.000+03:00,2019-06-26,hrYMtKY
bQ47rjwQA8Z,2019-06-26T20:38:44.000+03:00,2019-06-26,LAzASA0
YgCI2UmvDhe,2019-06-26T21:35:31.000+03:00,2019-06-26,iyucaLp
YgCI2UmvDhe,2019-06-26T21:35:31.000+03:00,2019-06-26,NNuamCT
YgCI2UmvDhe,2019-06-26T21:35:31.000+03:00,2019-06-26,hfsfYmL
8x9rwGukOmB,2019-06-26T21:35:35.000+03:00,2019-06-26,sr7tEV5
8x9rwGukOmB,2019-06-26T21:35:35.000+03:00,2019-06-26,jZNU6IG
8x9rwGukOmB,2019-06-26T21:35:35.000+03:00,2019-06-26,EPzKzs9
8x9rwGukOmB,2019-06-26T21:35:35.000+03:00,2019-06-26,XROq70e
8x9rwGukOmB,2019-06-26T21:35:35.000+03:00,2019-06-26,tI1aKQ7
Y7cWwyAi30w,2019-06-26T22:11:32.000+03:00,2019-06-26,07LMHMF
Y7cWwyAi30w,2019-06-26T22:11:32.000+03:00,2019-06-26,q4N8faP
Y7cWwyAi30w,2019-06-26T22:11:32.000+03:00,2019-06-26,S9uFLrD
Y7cWwyAi30w,2019-06-26T22:11:32.000+03:00,2019-06-26,wgvObIN
XTBrpBEIW2v,2019-06-26T23:03:40.000+03:00,2019-06-26,dOeZOog
XTBrpBEIW2v,2019-06-26T23:03:40.000+03:00,2019-06-26,19j5OQv
XTBrpBEIW2v,2019-06-26T23:03:40.000+03:00,2019-06-26,zaAdWVy
XTBrpBEIW2v,2019-06-26T23:03:40.000+03:00,2019-06-26,wLUVRoF
