alert_id,event_time,date,asset_id
vUJgHPBBwjb,2019-06-04T15:02:22.000+03:00,2019-06-04,B0xckpC
vUJgHPBBwjb,2019-06-04T15:02:22.000+03:00,2019-06-04,Ew8yDdL
u6GnQ51znX6,2019-06-04T15:32:53.000+03:00,2019-06-04,uVyOLGJ
u6GnQ51znX6,2019-06-04T15:32:53.000+03:00,2019-06-04,HuGN8cj
u6GnQ51znX6,2019-06-04T15:32:53.000+03:00,2019-06-04,4nQ7O1I
u6GnQ51znX6,2019-06-04T15:32:53.000+03:00,2019-06-04,8PJVKkM
vliWc3PkkOJ,2019-06-04T15:36:42.000+03:00,2019-06-04,38nK0gg
vliWc3PkkOJ,2019-06-04T15:36:42.000+03:00,2019-06-04,CKgO9s9
vliWc3PkkOJ,2019-06-04T15:36:42.000+03:00,2019-06-04,9LshdgC
vliWc3PkkOJ,2019-06-04T15:36:42.000+03:00,2019-06-04,V9vCdvQ
5PCmcWte4li,2019-06-04T15:42:06.000+03:00,2019-06-04,zbp0Yx1
5PCmcWte4li,2019-06-04T15:42:06.000+03:00,2019-06-04,gU4NBia
5PCmcWte4li,2019-06-04T15:42:06.000+03:00,2019-06-04,YU6Rl3j
5PCmcWte4li,2019-06-04T15:42:06.000+03:00,2019-06-04,aNJioTv
5PCmcWte4li,2019-06-04T15:42:06.000+03:00,2019-06-04,vvY7hdQ
W03mt1Aibkm,2019-06-04T16:35:43.000+03:00,2019-06-04,TJOw7hQ
W03mt1Aibkm,2019-06-04T16:35:43.000+03:00,2019-06-04,b1gMUss
W03mt1Aibkm,2019-06-04T16:35:43.000+03:00,2019-06-04,oCe1PNr
W03mt1Aibkm,2019-06-04T16:35:43.000+03:00,2019-06-04,J1ygYxg
W03mt1Aibkm,2019-06-04T16:35:43.000+03:00,2019-06-04,K7Vu0Mj
YWG6P8N45eQ,2019-06-04T16:43:53.000+03:00,2019-06-04,Rlbz8pG
YWG6P8N45eQ,2019-06-04T16:43:53.000+03:00,2019-06-04,aurOPJa
YWG6P8N45eQ,2019-06-04T16:43:53.000+03:00,2019-06-04,LSTkhkz
nDfa0Vfh0Nt,2019-06-04T16:50:11.000+03:00,2019-06-04,z20CiWX
nDfa0Vfh0Nt,2019-06-04T16:50:11.000+03:00,2019-06-04,NH9HA1z
nDfa0Vfh0Nt,2019-06-04T16:50:11.000+03:00,2019-06-04,v3CRJ7F
nDfa0Vfh0Nt,2019-06-04T16:50:11.000+03:00,2019-06-04,EMC0fjK
nDfa0Vfh0Nt,2019-06-04T16:50:11.000+03:00,2019-06-04,vuwiobc
IHshPfu2MUo,2019-06-04T17:13:14.000+03:00,2019-06-04,S3KgDOZ
IHshPfu2MUo,2019-06-04T17:13:14.000+03:00,2019-06-04,vGof1Am
