alert_id,event_time,date,asset_id
YWG6P8N45eQ,2019-06-26T12:23:10.000+03:00,2019-06-26,0B6GFfI
YWG6P8N45eQ,2019-06-26T12:23:10.000+03:00,2019-06-26,gcfcnXG
YWG6P8N45eQ,2019-06-26T12:23:10.000+03:00,2019-06-26,HJWV2u8
YWG6P8N45eQ,2019-06-26T12:23:10.000+03:00,2019-06-26,Q6YbXgz
YWG6P8N45eQ,2019-06-26T12:23:10.000+03:00,2019-06-26,BekTejN
ChPjT8d8BRX,2019-06-26T12:23:18.000+03:00,2019-06-26,kk1B1fe
ChPjT8d8BRX,2019-06-26T12:23:18.000+03:00,2019-06-26,7oOGXgo
ChPjT8d8BRX,2019-06-26T12:23:18.000+03:00,2019-06-26,I7kgx1i
ChPjT8d8BRX,2019-06-26T12:23:18.000+03:00,2019-06-26,HbPZOT5
ChPjT8d8BRX,2019-06-26T12:23:18.000+03:00,2019-06-26,B8LLBKn
uTQimz0xfbI,2019-06-26T12:37:49.000+03:00,2019-06-26,lyrC0yP
uTQimz0xfbI,2019-06-26T12:37:49.000+03:00,2019-06-26,xKp5S19
czQwIHOzm03,2019-06-26T12:59:50.000+03:00,2019-06-26,vSca1uE
czQwIHOzm03,2019-06-26T12:59:50.000+03:00,2019-06-26,lNgq50n
czQwIHOzm03,2019-06-26T12:59:50.000+03:00,2019-06-26,Tw4Wqra
czQwIHOzm03,2019-06-26T12:59:50.000+03:00,2019-06-26,CWwURIp
KFto5Cml9aH,2019-06-26T13:08:27.000+03:00,2019-06-26,4A4ET8x
nWiOqwQnfta,2019-06-26T13:21:28.000+03:00,2019-06-26,2Mq7OF3
nWiOqwQnfta,2019-06-26T13:21:28.000+03:00,2019-06-26,NA2Gj4f
O9zC9Tx6eJv,2019-06-26T13:44:34.000+03:00,2019-06-26,CkUZ4fT
O9zC9Tx6eJv,2019-06-26T13:44:34.000+03:00,2019-06-26,4cyGlCA
O9zC9Tx6eJv,2019-06-26T13:44:34.000+03:00,2019-06-26,NJmKmR3
2Jof51BvzqX,2019-06-26T13:51:56.000+03:00,2019-06-26,pa7Srla
2Jof51BvzqX,2019-06-26T13:51:56.000+03:00,2019-06-26,2VFLLjB
2Jof51BvzqX,2019-06-26T13:51:56.000+03:00,2019-06-26,0R92Uzg
gF33midLYxb,2019-06-26T14:14:13.000+03:00,2019-06-26,38VdBb5
gF33midLYxb,2019-06-26T14:14:13.000+03:00,2019-06-26,oEbtkiY
gF33midLYxb,2019-06-26T14:14:13.000+03:00,2019-06-26,4wHx9NF
S2byDm68oNU,2019-06-26T14:38:15.000+03:00,2019-06-26,IBe0HmO
S2byDm68oNU,2019-06-26T14:38:15.000+03:00,2019-06-26,vGptZWa
