alert_id,event_time,date,asset_id
HttiH0rqiG4,2019-06-16T00:20:00.000+03:00,2019-06-16,jwWDoY7
HttiH0rqiG4,2019-06-16T00:20:00.000+03:00,2019-06-16,lbU28jU
HttiH0rqiG4,2019-06-16T00:20:00.000+03:00,2019-06-16,xWij8Wm
Wxro5AaiSSI,2019-06-16T00:40:41.000+03:00,2019-06-16,i5vBaaL
Wxro5AaiSSI,2019-06-16T00:40:41.000+03:00,2019-06-16,vYtPZaG
Wxro5AaiSSI,2019-06-16T00:40:41.000+03:00,2019-06-16,tEO2uZY
Wxro5AaiSSI,2019-06-16T00:40:41.000+03:00,2019-06-16,rBW1thP
ChPjT8d8BRX,2019-06-16T00:40:49.000+03:00,2019-06-16,oT7zQW8
ChPjT8d8BRX,2019-06-16T00:40:49.000+03:00,2019-06-16,tBDhhJC
dtj3qBnaJ0E,2019-06-16T00:41:46.000+03:00,2019-06-16,HRQzvOK
dtj3qBnaJ0E,2019-06-16T00:41:46.000+03:00,2019-06-16,sXapO2h
dtj3qBnaJ0E,2019-06-16T00:41:46.000+03:00,2019-06-16,AoCy3H0
dtj3qBnaJ0E,2019-06-16T00:41:46.000+03:00,2019-06-16,VhH37sF
dtj3qBnaJ0E,2019-06-16T00:41:46.000+03:00,2019-06-16,Vpru8Et
2Jof51BvzqX,2019-06-16T00:49:40.000+03:00,2019-06-16,nCszvjj
2Jof51BvzqX,2019-06-16T00:49:40.000+03:00,2019-06-16,A0vfPcy
2Jof51BvzqX,2019-06-16T00:49:40.000+03:00,2019-06-16,mayTgJg
2Jof51BvzqX,2019-06-16T00:49:40.000+03:00,2019-06-16,Ny0YpsW
2Jof51BvzqX,2019-06-16T00:49:40.000+03:00,2019-06-16,J6hguI5
ZFtpDbRGwpR,2019-06-16T00:53:03.000+03:00,2019-06-16,SUiywWF
ZFtpDbRGwpR,2019-06-16T00:53:03.000+03:00,2019-06-16,dR9ee8Q
ZFtpDbRGwpR,2019-06-16T00:53:03.000+03:00,2019-06-16,l1bwo9o
ArbwAO2m4Oa,2019-06-16T00:58:10.000+03:00,2019-06-16,TSdqWTF
cv1iTBJeHKF,2019-06-16T01:00:18.000+03:00,2019-06-16,XRFLxBG
cv1iTBJeHKF,2019-06-16T01:00:18.000+03:00,2019-06-16,Ljc5tp3
cv1iTBJeHKF,2019-06-16T01:00:18.000+03:00,2019-06-16,uCF7RGo
FYFObaGlK4Q,2019-06-16T01:28:19.000+03:00,2019-06-16,PVhMFiw
1AlMxb4jeZ8,2019-06-16T01:31:23.000+03:00,2019-06-16,1kAow2r
1AlMxb4jeZ8,2019-06-16T01:31:23.000+03:00,2019-06-16,iBsp1Tm
1AlMxb4jeZ8,2019-06-16T01:31:23.000+03:00,2019-06-16,RHKCy3G
