alert_id,event_time,date,asset_id
bQ47rjwQA8Z,2019-06-11T08:47:11.000+03:00,2019-06-11,ZH4GDr6
bQ47rjwQA8Z,2019-06-11T08:47:11.000+03:00,2019-06-11,RgaGTP1
bQ47rjwQA8Z,2019-06-11T08:47:11.000+03:00,2019-06-11,uIBrRgq
9eWpr1cPXEE,2019-06-11T08:51:20.000+03:00,2019-06-11,rV2iYtq
9eWpr1cPXEE,2019-06-11T08:51:20.000+03:00,2019-06-11,JFpZT6u
9eWpr1cPXEE,2019-06-11T08:51:20.000+03:00,2019-06-11,xVnmMX2
9eWpr1cPXEE,2019-06-11T08:51:20.000+03:00,2019-06-11,TORiQYk
9eWpr1cPXEE,2019-06-11T08:51:20.000+03:00,2019-06-11,TBLe375
u6GnQ51znX6,2019-06-11T09:35:30.000+03:00,2019-06-11,7WhNnxw
u6GnQ51znX6,2019-06-11T09:35:30.000+03:00,2019-06-11,7vquAiG
u6GnQ51znX6,2019-06-11T09:35:30.000+03:00,2019-06-11,QSKihwn
u6GnQ51znX6,2019-06-11T09:35:30.000+03:00,2019-06-11,KbDT2FN
u6GnQ51znX6,2019-06-11T09:35:30.000+03:00,2019-06-11,ABQZjq4
YqxeNT2b1WJ,2019-06-11T09:44:43.000+03:00,2019-06-11,kPao2qc
S2byDm68oNU,2019-06-11T10:28:28.000+03:00,2019-06-11,ZbzyqYG
S2byDm68oNU,2019-06-11T10:28:28.000+03:00,2019-06-11,zxis47V
vUJgHPBBwjb,2019-06-11T11:06:57.000+03:00,2019-06-11,nR34XD4
vUJgHPBBwjb,2019-06-11T11:06:57.000+03:00,2019-06-11,wLR2Zuu
vUJgHPBBwjb,2019-06-11T11:06:57.000+03:00,2019-06-11,UYp1AC5
vUJgHPBBwjb,2019-06-11T11:06:57.000+03:00,2019-06-11,fH10gJ6
vUJgHPBBwjb,2019-06-11T11:06:57.000+03:00,2019-06-11,eXErCuy
IHshPfu2MUo,2019-06-11T11:21:29.000+03:00,2019-06-11,3XSCwle
cv1iTBJeHKF,2019-06-11T11:27:59.000+03:00,2019-06-11,3iJ3xPn
KdVKuoubHtU,2019-06-11T12:26:19.000+03:00,2019-06-11,yjQqkg3
1AlMxb4jeZ8,2019-06-11T12:46:18.000+03:00,2019-06-11,VrE3Mr8
1AlMxb4jeZ8,2019-06-11T12:46:18.000+03:00,2019-06-11,Z0SBQ7L
1AlMxb4jeZ8,2019-06-11T12:46:18.000+03:00,2019-06-11,aASolix
ChPjT8d8BRX,2019-06-11T12:47:21.000+03:00,2019-06-11,lgU6J6N
Jgz1VRqqEo2,2019-06-11T12:57:59.000+03:00,2019-06-11,ZO5OXRh
Jgz1VRqqEo2,2019-06-11T12:57:59.000+03:00,2019-06-11,nIksbtg
Jgz1VRqqEo2,2019-06-11T12:57:59.000+03:00,2019-06-11,gMagqvi
Jgz1VRqqEo2,2019-06-11T12:57:59.000+03:00,2019-06-11,43DzVrb
Jgz1VRqqEo2,2019-06-11T12:57:59.000+03:00,2019-06-11,jHLsNQ8
