alert_id,event_time,date,asset_id
IHshPfu2MUo,2019-06-28T06:10:17.000+03:00,2019-06-28,fiwMPRP
IHshPfu2MUo,2019-06-28T06:10:17.000+03:00,2019-06-28,M16JwZZ
IHshPfu2MUo,2019-06-28T06:10:17.000+03:00,2019-06-28,XuP8KsL
MlsUENcq3iO,2019-06-28T06:23:39.000+03:00,2019-06-28,TRXAPpu
MlsUENcq3iO,2019-06-28T06:23:39.000+03:00,2019-06-28,4zyZPCi
MlsUENcq3iO,2019-06-28T06:23:39.000+03:00,2019-06-28,cQIdcRk
74oBBbuPaSg,2019-06-28T07:08:50.000+03:00,2019-06-28,KI6lsck
bMyqknj909n,2019-06-28T07:16:44.000+03:00,2019-06-28,bLo9G3s
bMyqknj909n,2019-06-28T07:16:44.000+03:00,2019-06-28,b77NFi6
bMyqknj909n,2019-06-28T07:16:44.000+03:00,2019-06-28,Rb7iY0O
bMyqknj909n,2019-06-28T07:16:44.000+03:00,2019-06-28,RAXUJaX
bMyqknj909n,2019-06-28T07:16:44.000+03:00,2019-06-28,STePPsA
P7BrHI2xkol,2019-06-28T07:22:16.000+03:00,2019-06-28,2Eh9fPp
P7BrHI2xkol,2019-06-28T07:22:16.000+03:00,2019-06-28,2BxJtul
ArbwAO2m4Oa,2019-06-28T08:42:28.000+03:00,2019-06-28,tIiQqWY
5PCmcWte4li,2019-06-28T08:51:42.000+03:00,2019-06-28,C0cSQOJ
5PCmcWte4li,2019-06-28T08:51:42.000+03:00,2019-06-28,MaXfaFI
5PCmcWte4li,2019-06-28T08:51:42.000+03:00,2019-06-28,cO2Zqj4
5PCmcWte4li,2019-06-28T08:51:42.000+03:00,2019-06-28,f7TGxQh
5PCmcWte4li,2019-06-28T08:51:42.000+03:00,2019-06-28,Ilbq1Wh
biXRQ1DEME2,2019-06-28T09:51:37.000+03:00,2019-06-28,hlgCShh
biXRQ1DEME2,2019-06-28T09:51:37.000+03:00,2019-06-28,iR0VwUZ
2VsSDcyzFF7,2019-06-28T10:14:16.000+03:00,2019-06-28,msn1Hq2
2VsSDcyzFF7,2019-06-28T10:14:16.000+03:00,2019-06-28,Sls3dxU
2VsSDcyzFF7,2019-06-28T10:14:16.000+03:00,2019-06-28,z6fjrd7
2VsSDcyzFF7,2019-06-28T10:14:16.000+03:00,2019-06-28,57XHdQk
2VsSDcyzFF7,2019-06-28T10:14:16.000+03:00,2019-06-28,irM7OHk
