alert_id,event_time,date,asset_id
XGo0nQHCZzR,2019-06-24T02:35:20.000+03:00,2019-06-24,ZOZmD6h
XGo0nQHCZzR,2019-06-24T02:35:20.000+03:00,2019-06-24,ckhiurE
XGo0nQHCZzR,2019-06-24T02:35:20.000+03:00,2019-06-24,kDXZVcx
vUJgHPBBwjb,2019-06-24T02:42:10.000+03:00,2019-06-24,D5LTGs8
mEmTZVPrTJd,2019-06-24T02:42:50.000+03:00,2019-06-24,O36obdL
mEmTZVPrTJd,2019-06-24T02:42:50.000+03:00,2019-06-24,WiJLEFK
Hn3BVO7oeXP,2019-06-24T02:53:05.000+03:00,2019-06-24,usH2bY9
Hn3BVO7oeXP,2019-06-24T02:53:05.000+03:00,2019-06-24,QIbeYSS
O9zC9Tx6eJv,2019-06-24T02:59:00.000+03:00,2019-06-24,JwTOS8o
S2byDm68oNU,2019-06-24T03:43:01.000+03:00,2019-06-24,HJZrIgv
S2byDm68oNU,2019-06-24T03:43:01.000+03:00,2019-06-24,Ynj9Rh6
jlcYc5PQ5u5,2019-06-24T03:52:05.000+03:00,2019-06-24,jlIrIFf
jlcYc5PQ5u5,2019-06-24T03:52:05.000+03:00,2019-06-24,ZXgp1Vh
jlcYc5PQ5u5,2019-06-24T03:52:05.000+03:00,2019-06-24,B3fydHV
nWiOqwQnfta,2019-06-24T04:15:35.000+03:00,2019-06-24,QE3HTSp
2Jof51BvzqX,2019-06-24T04:24:45.000+03:00,2019-06-24,xjc701n
2Jof51BvzqX,2019-06-24T04:24:45.000+03:00,2019-06-24,mO78B4j
2Jof51BvzqX,2019-06-24T04:24:45.000+03:00,2019-06-24,hSOBiLT
2Jof51BvzqX,2019-06-24T04:24:45.000+03:00,2019-06-24,rYNgYYi
2Jof51BvzqX,2019-06-24T04:24:45.000+03:00,2019-06-24,L3ztkvr
P1GR3AvXGz6,2019-06-24T04:32:39.000+03:00,2019-06-24,dlmmlDL
P1GR3AvXGz6,2019-06-24T04:32:39.000+03:00,2019-06-24,vXknzTb
P1GR3AvXGz6,2019-06-24T04:32:39.000+03:00,2019-06-24,kONz7bc
P1GR3AvXGz6,2019-06-24T04:32:39.000+03:00,2019-06-24,beeURfH
Y7cWwyAi30w,2019-06-24T05:07:37.000+03:00,2019-06-24,Pnkrz4g
Y7cWwyAi30w,2019-06-24T05:07:37.000+03:00,2019-06-24,b7VYIrI
Y7cWwyAi30w,2019-06-24T05:07:37.000+03:00,2019-06-24,dM3ffuy
HB3Nvao0uO6,2019-06-24T05:36:26.000+03:00,2019-06-24,nROaJJ6
HB3Nvao0uO6,2019-06-24T05:36:26.000+03:00,2019-06-24,iUfoWlh
HB3Nvao0uO6,2019-06-24T05:36:26.000+03:00,2019-06-24,f3Xrivz
HB3Nvao0uO6,2019-06-24T05:36:26.000+03:00,2019-06-24,PRGnydb
HB3Nvao0uO6,2019-06-24T05:36:26.000+03:00,2019-06-24,SCKI5ht
