alert_id,event_time,date,asset_id
0ZrX3rIidUB,2019-06-14T12:15:44.000+03:00,2019-06-14,tZyQHVb
0ZrX3rIidUB,2019-06-14T12:15:44.000+03:00,2019-06-14,ZCbjoqx
0ZrX3rIidUB,2019-06-14T12:15:44.000+03:00,2019-06-14,dCFREiX
Y7cWwyAi30w,2019-06-14T13:53:22.000+03:00,2019-06-14,Jj7BzlD
FYFObaGlK4Q,2019-06-14T14:01:24.000+03:00,2019-06-14,ANxqzGO
FYFObaGlK4Q,2019-06-14T14:01:24.000+03:00,2019-06-14,SNOVx4I
eSh0VWspC3x,2019-06-14T14:44:13.000+03:00,2019-06-14,SEo4R5i
eSh0VWspC3x,2019-06-14T14:44:13.000+03:00,2019-06-14,t7Y3btI
eSh0VWspC3x,2019-06-14T14:44:13.000+03:00,2019-06-14,zxa9Klk
eSh0VWspC3x,2019-06-14T14:44:13.000+03:00,2019-06-14,9IN9ZbD
eSh0VWspC3x,2019-06-14T14:44:13.000+03:00,2019-06-14,fpTZxiQ
dtj3qBnaJ0E,2019-06-14T15:04:47.000+03:00,2019-06-14,6dH58oA
dtj3qBnaJ0E,2019-06-14T15:04:47.000+03:00,2019-06-14,G3q4Hk5
5PCmcWte4li,2019-06-14T15:09:49.000+03:00,2019-06-14,oUXvHe5
P1GR3AvXGz6,2019-06-14T16:04:03.000+03:00,2019-06-14,kay1ynV
P1GR3AvXGz6,2019-06-14T16:04:03.000+03:00,2019-06-14,2fmgORd
P1GR3AvXGz6,2019-06-14T16:04:03.000+03:00,2019-06-14,i22fxUQ
P1GR3AvXGz6,2019-06-14T16:04:03.000+03:00,2019-06-14,T9B6A9O
Pbt9PMCguA6,2019-06-14T16:24:08.000+03:00,2019-06-14,VzYXhxw
Pbt9PMCguA6,2019-06-14T16:24:08.000+03:00,2019-06-14,PgdwxYo
Pbt9PMCguA6,2019-06-14T16:24:08.000+03:00,2019-06-14,TaO4dLe
eq7EJ9tSb3v,2019-06-14T16:42:11.000+03:00,2019-06-14,szasoGI
eq7EJ9tSb3v,2019-06-14T16:42:11.000+03:00,2019-06-14,Y1TouRW
eq7EJ9tSb3v,2019-06-14T16:42:11.000+03:00,2019-06-14,MzzUG4F
eq7EJ9tSb3v,2019-06-14T16:42:11.000+03:00,2019-06-14,ZnVyOBI
NPDIW6jGkH2,2019-06-14T16:47:51.000+03:00,2019-06-14,6QcZ3cS
Jgz1VRqqEo2,2019-06-14T17:10:00.000+03:00,2019-06-14,FOxgcYl
Jgz1VRqqEo2,2019-06-14T17:10:00.000+03:00,2019-06-14,mSvzOUR
