alert_id,event_time,date,asset_id
uTQimz0xfbI,2019-06-01T18:03:54.000+03:00,2019-06-01,8OQIzfi
uTQimz0xfbI,2019-06-01T18:03:54.000+03:00,2019-06-01,T35DpmJ
uTQimz0xfbI,2019-06-01T18:03:54.000+03:00,2019-06-01,pM6iBGb
nGw2Qqb7Ll8,2019-06-01T18:44:46.000+03:00,2019-06-01,4cYSGsb
nGw2Qqb7Ll8,2019-06-01T18:44:46.000+03:00,2019-06-01,RqjzAoL
nGw2Qqb7Ll8,2019-06-01T18:44:46.000+03:00,2019-06-01,44U603K
nGw2Qqb7Ll8,2019-06-01T18:44:46.000+03:00,2019-06-01,Fg2D2zS
CvBff6D4n0P,2019-06-01T18:48:29.000+03:00,2019-06-01,QHW9AFE
CvBff6D4n0P,2019-06-01T18:48:29.000+03:00,2019-06-01,Emvi5Zd
CvBff6D4n0P,2019-06-01T18:48:29.000+03:00,2019-06-01,rIi2KDP
0wtOQkEFagA,2019-06-01T18:53:48.000+03:00,2019-06-01,mLJGcRj
0wtOQkEFagA,2019-06-01T18:53:48.000+03:00,2019-06-01,ZJWSYIp
soOEM5S7lYr,2019-06-01T19:22:35.000+03:00,2019-06-01,iLvouRN
soOEM5S7lYr,2019-06-01T19:22:35.000+03:00,2019-06-01,qlFqpUV
zkqGJIveVuo,2019-06-01T19:38:50.000+03:00,2019-06-01,MBPK4Nn
zkqGJIveVuo,2019-06-01T19:38:50.000+03:00,2019-06-01,GQls5Kt
zkqGJIveVuo,2019-06-01T19:38:50.000+03:00,2019-06-01,M7Gc04J
zkqGJIveVuo,2019-06-01T19:38:50.000+03:00,2019-06-01,jVcNPSq
zkqGJIveVuo,2019-06-01T19:38:50.000+03:00,2019-06-01,CUfZwSe
t126DDTsC60,2019-06-01T19:48:00.000+03:00,2019-06-01,PmrzeL2
t126DDTsC60,2019-06-01T19:48:00.000+03:00,2019-06-01,kfrvie2
t126DDTsC60,2019-06-01T19:48:00.000+03:00,2019-06-01,YOkxJwz
t126DDTsC60,2019-06-01T19:48:00.000+03:00,2019-06-01,griQeuE
t126DDTsC60,2019-06-01T19:48:00.000+03:00,2019-06-01,D9ru3ng
dtj3qBnaJ0E,2019-06-01T20:27:21.000+03:00,2019-06-01,YdoI7PA
dtj3qBnaJ0E,2019-06-01T20:27:21.000+03:00,2019-06-01,KRzbm3N
XGo0nQHCZzR,2019-06-01T21:12:02.000+03:00,2019-06-01,vdFj2eT
XGo0nQHCZzR,2019-06-01T21:12:02.000+03:00,2019-06-01,doXm8uG
XGo0nQHCZzR,2019-06-01T21:12:02.000+03:00,2019-06-01,n5kedpD
XGo0nQHCZzR,2019-06-01T21:12:02.000+03:00,2019-06-01,KRH4C6J
XGo0nQHCZzR,2019-06-01T21:12:02.000+03:00,2019-06-01,vLBw9p8
