alert_id,event_time,date,asset_id
t126DDTsC60,2019-06-23T05:24:12.000+03:00,2019-06-23,d21cr6E
t126DDTsC60,2019-06-23T05:24:12.000+03:00,2019-06-23,qWRT10j
t126DDTsC60,2019-06-23T05:24:12.000+03:00,2019-06-23,EVbsOUF
t126DDTsC60,2019-06-23T05:24:12.000+03:00,2019-06-23,bLIu7eV
t126DDTsC60,2019-06-23T05:24:12.000+03:00,2019-06-23,raLR5GM
Y7cWwyAi30w,2019-06-23T05:32:45.000+03:00,2019-06-23,A8nuZPj
Y7cWwyAi30w,2019-06-23T05:32:45.000+03:00,2019-06-23,Ey9DQTF
eSh0VWspC3x,2019-06-23T05:35:32.000+03:00,2019-06-23,GUe6fOw
eSh0VWspC3x,2019-06-23T05:35:32.000+03:00,2019-06-23,auq7YpS
eSh0VWspC3x,2019-06-23T05:35:32.000+03:00,2019-06-23,IaC3cVU
eSh0VWspC3x,2019-06-23T05:35:32.000+03:00,2019-06-23,447Nhcd
AH8to3Rxfka,2019-06-23T05:45:28.000+03:00,2019-06-23,QTWkBf9
AH8to3Rxfka,2019-06-23T05:45:28.000+03:00,2019-06-23,4wVG7gE
AH8to3Rxfka,2019-06-23T05:45:28.000+03:00,2019-06-23,ae0gUYc
AH8to3Rxfka,2019-06-23T05:45:28.000+03:00,2019-06-23,WFXbTZY
AH8to3Rxfka,2019-06-23T05:45:28.000+03:00,2019-06-23,bdwNM90
u6GnQ51znX6,2019-06-23T05:46:51.000+03:00,2019-06-23,mJljjMT
u6GnQ51znX6,2019-06-23T05:46:51.000+03:00,2019-06-23,XF8PGDM
u6GnQ51znX6,2019-06-23T05:46:51.000+03:00,2019-06-23,Rrp59qr
u6GnQ51znX6,2019-06-23T05:46:51.000+03:00,2019-06-23,NlQVrGx
u6GnQ51znX6,2019-06-23T05:46:51.000+03:00,2019-06-23,u4uP0VG
djBVUKLJdaU,2019-06-23T06:14:25.000+03:00,2019-06-23,wmtqngR
djBVUKLJdaU,2019-06-23T06:14:25.000+03:00,2019-06-23,KRHTp8U
djBVUKLJdaU,2019-06-23T06:14:25.000+03:00,2019-06-23,qyOMXS7
djBVUKLJdaU,2019-06-23T06:14:25.000+03:00,2019-06-23,zM09yp4
djBVUKLJdaU,2019-06-23T06:14:25.000+03:00,2019-06-23,Zg3aFvq
XTBrpBEIW2v,2019-06-23T06:14:34.000+03:00,2019-06-23,Ch7NREO
XTBrpBEIW2v,2019-06-23T06:14:34.000+03:00,2019-06-23,SQDwdLr
XTBrpBEIW2v,2019-06-23T06:14:34.000+03:00,2019-06-23,NcXr53s
XTBrpBEIW2v,2019-06-23T06:14:34.000+03:00,2019-06-23,ES9qRRU
XTBrpBEIW2v,2019-06-23T06:14:34.000+03:00,2019-06-23,AlHKrLh
