alert_id,event_time,date,asset_id
05exWW0L1LJ,2019-06-29T04:56:30.000+03:00,2019-06-29,lfLhUt6
05exWW0L1LJ,2019-06-29T04:56:30.000+03:00,2019-06-29,jrtzlIV
05exWW0L1LJ,2019-06-29T04:56:30.000+03:00,2019-06-29,gr822By
XhBrfwWdYgU,2019-06-29T05:01:10.000+03:00,2019-06-29,KcLmbpy
XhBrfwWdYgU,2019-06-29T05:01:10.000+03:00,2019-06-29,JNkDX7o
XhBrfwWdYgU,2019-06-29T05:01:10.000+03:00,2019-06-29,a7YuVCa
XhBrfwWdYgU,2019-06-29T05:01:10.000+03:00,2019-06-29,5jjsrd7
XhBrfwWdYgU,2019-06-29T05:01:10.000+03:00,2019-06-29,pgUTDU7
D4C04PosYg6,2019-06-29T05:07:02.000+03:00,2019-06-29,nwOD8l4
D4C04PosYg6,2019-06-29T05:07:02.000+03:00,2019-06-29,83bFxR1
D4C04PosYg6,2019-06-29T05:07:02.000+03:00,2019-06-29,3LqVrFP
ThuJ4nOJR5O,2019-06-29T05:26:25.000+03:00,2019-06-29,dCWTAt4
ThuJ4nOJR5O,2019-06-29T05:26:25.000+03:00,2019-06-29,AB8cICS
ThuJ4nOJR5O,2019-06-29T05:26:25.000+03:00,2019-06-29,jo9hl2I
9eWpr1cPXEE,2019-06-29T05:30:17.000+03:00,2019-06-29,CEakZUd
9eWpr1cPXEE,2019-06-29T05:30:17.000+03:00,2019-06-29,ogTyJ1p
NPDIW6jGkH2,2019-06-29T05:37:56.000+03:00,2019-06-29,NG9pAIv
NPDIW6jGkH2,2019-06-29T05:37:56.000+03:00,2019-06-29,mjFbPEu
uv41T4StZ37,2019-06-29T05:59:12.000+03:00,2019-06-29,WyTsphQ
uv41T4StZ37,2019-06-29T05:59:12.000+03:00,2019-06-29,FZTu0FD
uv41T4StZ37,2019-06-29T05:59:12.000+03:00,2019-06-29,TiHIVnV
OMXjUVK2uot,2019-06-29T06:10:45.000+03:00,2019-06-29,MRxfVqr
OMXjUVK2uot,2019-06-29T06:10:45.000+03:00,2019-06-29,S7NHh6w
OMXjUVK2uot,2019-06-29T06:10:45.000+03:00,2019-06-29,cowuuKr
qWytEuoODzH,2019-06-29T06:17:24.000+03:00,2019-06-29,mFbEXlm
qWytEuoODzH,2019-06-29T06:17:24.000+03:00,2019-06-29,U5HQ2wN
qWytEuoODzH,2019-06-29T06:17:24.000+03:00,2019-06-29,j6Rsd3q
HttiH0rqiG4,2019-06-29T06:46:54.000+03:00,2019-06-29,M6mhKUZ
HttiH0rqiG4,2019-06-29T06:46:54.000+03:00,2019-06-29,38lceQs
HttiH0rqiG4,2019-06-29T06:46:54.000+03:00,2019-06-29,tW0LQT4
HttiH0rqiG4,2019-06-29T06:46:54.000+03:00,2019-06-29,zCfEGfa
