alert_id,event_time,date,asset_id
YzfYeIz55BB,2019-06-05T00:43:48.000+03:00,2019-06-05,LLsm3WM
ZFtpDbRGwpR,2019-06-05T00:46:28.000+03:00,2019-06-05,z5cj6qj
ZFtpDbRGwpR,2019-06-05T00:46:28.000+03:00,2019-06-05,0nsCHuw
cv1iTBJeHKF,2019-06-05T00:49:10.000+03:00,2019-06-05,QY2ClNc
cv1iTBJeHKF,2019-06-05T00:49:10.000+03:00,2019-06-05,iSXDqfr
cv1iTBJeHKF,2019-06-05T00:49:10.000+03:00,2019-06-05,a7kKjj5
cv1iTBJeHKF,2019-06-05T00:49:10.000+03:00,2019-06-05,wvUWIcY
cv1iTBJeHKF,2019-06-05T00:49:10.000+03:00,2019-06-05,fkP4Nci
0ZrX3rIidUB,2019-06-05T01:13:21.000+03:00,2019-06-05,WPgVNMy
S2byDm68oNU,2019-06-05T01:18:20.000+03:00,2019-06-05,qqjNLZE
05exWW0L1LJ,2019-06-05T01:22:13.000+03:00,2019-06-05,8hbYM9e
05exWW0L1LJ,2019-06-05T01:22:13.000+03:00,2019-06-05,ycmi3cz
05exWW0L1LJ,2019-06-05T01:22:13.000+03:00,2019-06-05,zumJg7I
05exWW0L1LJ,2019-06-05T01:22:13.000+03:00,2019-06-05,BrOzRw9
05exWW0L1LJ,2019-06-05T01:22:13.000+03:00,2019-06-05,PApzuNK
vEfvf9YFExi,2019-06-05T01:25:00.000+03:00,2019-06-05,6YejXPj
vEfvf9YFExi,2019-06-05T01:25:00.000+03:00,2019-06-05,84IKr9r
vEfvf9YFExi,2019-06-05T01:25:00.000+03:00,2019-06-05,H8bFFGy
soOEM5S7lYr,2019-06-05T01:29:51.000+03:00,2019-06-05,VRJOJsK
soOEM5S7lYr,2019-06-05T01:29:51.000+03:00,2019-06-05,8jLq0c1
soOEM5S7lYr,2019-06-05T01:29:51.000+03:00,2019-06-05,Lti1cde
soOEM5S7lYr,2019-06-05T01:29:51.000+03:00,2019-06-05,RWMCegF
soOEM5S7lYr,2019-06-05T01:29:51.000+03:00,2019-06-05,tPclzgB
ThuJ4nOJR5O,2019-06-05T02:02:54.000+03:00,2019-06-05,VZAfspF
ThuJ4nOJR5O,2019-06-05T02:02:54.000+03:00,2019-06-05,j9FkKWu
ThuJ4nOJR5O,2019-06-05T02:02:54.000+03:00,2019-06-05,fSbodVW
ThuJ4nOJR5O,2019-06-05T02:02:54.000+03:00,2019-06-05,NnQ1dE9
ThuJ4nOJR5O,2019-06-05T02:02:54.000+03:00,2019-06-05,3XQp6Qs
ChPjT8d8BRX,2019-06-05T02:34:58.000+03:00,2019-06-05,W2xSD9R
ChPjT8d8BRX,2019-06-05T02:34:58.000+03:00,2019-06-05,tiFO5Dd
ChPjT8d8BRX,2019-06-05T02:34:58.000+03:00,2019-06-05,4flKS3n
ChPjT8d8BRX,2019-06-05T02:34:58.000+03:00,2019-06-05,9EvWQTn
