alert_id,event_time,date,asset_id
Wxro5AaiSSI,2019-06-21T00:12:48.000+03:00,2019-06-21,H3r1VKw
Wxro5AaiSSI,2019-06-21T00:12:48.000+03:00,2019-06-21,siPEPHu
Wxro5AaiSSI,2019-06-21T00:12:48.000+03:00,2019-06-21,zXLEB0i
Wxro5AaiSSI,2019-06-21T00:12:48.000+03:00,2019-06-21,O5rqOHf
Wxro5AaiSSI,2019-06-21T00:12:48.000+03:00,2019-06-21,hGfZidA
0wtOQkEFagA,2019-06-21T00:17:32.000+03:00,2019-06-21,A21szo8
0wtOQkEFagA,2019-06-21T00:17:32.000+03:00,2019-06-21,a27t4Or
0wtOQkEFagA,2019-06-21T00:17:32.000+03:00,2019-06-21,JKekLte
0wtOQkEFagA,2019-06-21T00:17:32.000+03:00,2019-06-21,lstRbU9
czQwIHOzm03,2019-06-21T00:28:13.000+03:00,2019-06-21,Gy3WMtV
czQwIHOzm03,2019-06-21T00:28:13.000+03:00,2019-06-21,VpH6404
czQwIHOzm03,2019-06-21T00:28:13.000+03:00,2019-06-21,N4uqnCP
czQwIHOzm03,2019-06-21T00:28:13.000+03:00,2019-06-21,dtyDKgC
lxQRbsBwMR0,2019-06-21T00:37:36.000+03:00,2019-06-21,vI4QKD9
lxQRbsBwMR0,2019-06-21T00:37:36.000+03:00,2019-06-21,dfOCuyH
lxQRbsBwMR0,2019-06-21T00:37:36.000+03:00,2019-06-21,aSQBwhe
lxQRbsBwMR0,2019-06-21T00:37:36.000+03:00,2019-06-21,cBNTUd6
Y7cWwyAi30w,2019-06-21T01:14:37.000+03:00,2019-06-21,lIZjgbG
biXRQ1DEME2,2019-06-21T01:22:02.000+03:00,2019-06-21,CNQHwzD
biXRQ1DEME2,2019-06-21T01:22:02.000+03:00,2019-06-21,IHZOckb
biXRQ1DEME2,2019-06-21T01:22:02.000+03:00,2019-06-21,yldm464
biXRQ1DEME2,2019-06-21T01:22:02.000+03:00,2019-06-21,Lm31nmz
IHshPfu2MUo,2019-06-21T01:22:16.000+03:00,2019-06-21,3bHTP84
IHshPfu2MUo,2019-06-21T01:22:16.000+03:00,2019-06-21,Qy7OpsH
VRYMEmmYp50,2019-06-21T01:36:12.000+03:00,2019-06-21,82MNWzx
VRYMEmmYp50,2019-06-21T01:36:12.000+03:00,2019-06-21,aGVafyV
h4MLSFigPQ4,2019-06-21T01:38:21.000+03:00,2019-06-21,qq9ufuD
h4MLSFigPQ4,2019-06-21T01:38:21.000+03:00,2019-06-21,Orw8deO
h4MLSFigPQ4,2019-06-21T01:38:21.000+03:00,2019-06-21,v6R9ZA9
