alert_id,event_time,date,asset_id
gF33midLYxb,2019-06-21T18:21:28.000+03:00,2019-06-21,1mWO2nJ
gF33midLYxb,2019-06-21T18:21:28.000+03:00,2019-06-21,vGpXHUZ
9eWpr1cPXEE,2019-06-21T18:43:46.000+03:00,2019-06-21,N5hcOmk
9eWpr1cPXEE,2019-06-21T18:43:46.000+03:00,2019-06-21,xVRD08U
uv41T4StZ37,2019-06-21T18:47:32.000+03:00,2019-06-21,fJyaRPM
I5NMzE4LcdQ,2019-06-21T20:06:15.000+03:00,2019-06-21,uy4RDjD
I5NMzE4LcdQ,2019-06-21T20:06:15.000+03:00,2019-06-21,ajhGrtc
I5NMzE4LcdQ,2019-06-21T20:06:15.000+03:00,2019-06-21,EacWpLl
I5NMzE4LcdQ,2019-06-21T20:06:15.000+03:00,2019-06-21,QKuwn3Y
I5NMzE4LcdQ,2019-06-21T20:06:15.000+03:00,2019-06-21,ezr7YFX
GoRkTU71sLp,2019-06-21T20:40:33.000+03:00,2019-06-21,dl7EdNR
jlcYc5PQ5u5,2019-06-21T21:27:08.000+03:00,2019-06-21,egU0rZ6
jlcYc5PQ5u5,2019-06-21T21:27:08.000+03:00,2019-06-21,L6de3D7
jlcYc5PQ5u5,2019-06-21T21:27:08.000+03:00,2019-06-21,PkaIM4T
1AlMxb4jeZ8,2019-06-21T21:36:08.000+03:00,2019-06-21,OdvtdCn
1AlMxb4jeZ8,2019-06-21T21:36:08.000+03:00,2019-06-21,eqCD0dz
sHqLZ3ygoVI,2019-06-21T21:55:59.000+03:00,2019-06-21,It2gCQf
sHqLZ3ygoVI,2019-06-21T21:55:59.000+03:00,2019-06-21,YQQAyNz
sHqLZ3ygoVI,2019-06-21T21:55:59.000+03:00,2019-06-21,b4H7kAn
8x9rwGukOmB,2019-06-21T22:28:39.000+03:00,2019-06-21,atsyUNG
ChPjT8d8BRX,2019-06-21T22:56:31.000+03:00,2019-06-21,12kgRVK
Jgz1VRqqEo2,2019-06-21T23:12:12.000+03:00,2019-06-21,yTGt2B5
Jgz1VRqqEo2,2019-06-21T23:12:12.000+03:00,2019-06-21,tmlLbwK
Jgz1VRqqEo2,2019-06-21T23:12:12.000+03:00,2019-06-21,QebAyR8
Jgz1VRqqEo2,2019-06-21T23:12:12.000+03:00,2019-06-21,0Y3UX0L
Jgz1VRqqEo2,2019-06-21T23:12:12.000+03:00,2019-06-21,3TThdnm
oIpXWTYPGOs,2019-06-21T23:57:48.000+03:00,2019-06-21,QlSDeWu
jlcYc5PQ5u5,2019-06-22T00:07:08.000+03:00,2019-06-22,HfOAkwh
jlcYc5PQ5u5,2019-06-22T00:07:08.000+03:00,2019-06-22,0dmO8RZ
jlcYc5PQ5u5,2019-06-22T00:07:08.000+03:00,2019-06-22,AXhSy43
jlcYc5PQ5u5,2019-06-22T00:07:08.000+03:00,2019-06-22,CLzNUCt
