alert_id,event_time,date,asset_id
YgCI2UmvDhe,2019-06-28T10:32:31.000+03:00,2019-06-28,HOVDKLd
0wtOQkEFagA,2019-06-28T10:49:54.000+03:00,2019-06-28,w1OLC1q
0wtOQkEFagA,2019-06-28T10:49:54.000+03:00,2019-06-28,blWjzxR
YzfYeIz55BB,2019-06-28T12:11:26.000+03:00,2019-06-28,Iwh8UKO
BxKRvWMrY6I,2019-06-28T12:28:05.000+03:00,2019-06-28,1M9Pq5r
BxKRvWMrY6I,2019-06-28T12:28:05.000+03:00,2019-06-28,b0J5fBy
BxKRvWMrY6I,2019-06-28T12:28:05.000+03:00,2019-06-28,La0LMJq
BxKRvWMrY6I,2019-06-28T12:28:05.000+03:00,2019-06-28,tv7L7Qp
BxKRvWMrY6I,2019-06-28T12:28:05.000+03:00,2019-06-28,RfH0yTP
oIpXWTYPGOs,2019-06-28T12:48:09.000+03:00,2019-06-28,zSHDQzw
oIpXWTYPGOs,2019-06-28T12:48:09.000+03:00,2019-06-28,b7lAW0U
oIpXWTYPGOs,2019-06-28T12:48:09.000+03:00,2019-06-28,LDqqN4s
oIpXWTYPGOs,2019-06-28T12:48:09.000+03:00,2019-06-28,xIQkNe7
oIpXWTYPGOs,2019-06-28T12:48:09.000+03:00,2019-06-28,iqLScju
C323Ed4y8NU,2019-06-28T12:49:48.000+03:00,2019-06-28,5dXIVca
C323Ed4y8NU,2019-06-28T12:49:48.000+03:00,2019-06-28,K9QydjF
C323Ed4y8NU,2019-06-28T12:49:48.000+03:00,2019-06-28,FWhb9Rz
C323Ed4y8NU,2019-06-28T12:49:48.000+03:00,2019-06-28,BpLs08x
XhBrfwWdYgU,2019-06-28T13:12:39.000+03:00,2019-06-28,XYSnXiG
2Jof51BvzqX,2019-06-28T13:45:54.000+03:00,2019-06-28,xAujd2m
qWytEuoODzH,2019-06-28T14:16:56.000+03:00,2019-06-28,sQUhwYK
qWytEuoODzH,2019-06-28T14:16:56.000+03:00,2019-06-28,i052E6f
qWytEuoODzH,2019-06-28T14:16:56.000+03:00,2019-06-28,m2CLUe2
qWytEuoODzH,2019-06-28T14:16:56.000+03:00,2019-06-28,wzE3HxL
eyLiVKpbumX,2019-06-28T14:23:02.000+03:00,2019-06-28,7A8HPtk
eyLiVKpbumX,2019-06-28T14:23:02.000+03:00,2019-06-28,ECyFufl
eyLiVKpbumX,2019-06-28T14:23:02.000+03:00,2019-06-28,kqgTF15
1AlMxb4jeZ8,2019-06-28T15:09:17.000+03:00,2019-06-28,fA9HXHr
1AlMxb4jeZ8,2019-06-28T15:09:17.000+03:00,2019-06-28,Ba3hnJQ
1AlMxb4jeZ8,2019-06-28T15:09:17.000+03:00,2019-06-28,cJnS64z
1AlMxb4jeZ8,2019-06-28T15:09:17.000+03:00,2019-06-28,jcl4OO3
1AlMxb4jeZ8,2019-06-28T15:09:17.000+03:00,2019-06-28,U9Wzntb
